id,lat,lon,name,type,volume_l,city
150,33.603963,-7.470986,Casablanca_Hotel_150,hotel,4392,Casablanca
151,33.433401,-7.594268,Casablanca_Trash_Bin_151,trash_bin,659,Casablanca
152,33.562804,-7.589473,Casablanca_Trash_Bin_152,trash_bin,854,Casablanca
153,33.44104,-7.5927,Casablanca_Trash_Bin_153,trash_bin,940,Casablanca
154,33.439984,-7.587471,Casablanca_Restaurant_154,restaurant,458,Casablanca
155,33.513208,-7.574794,Casablanca_Trash_Bin_155,trash_bin,371,Casablanca
156,33.58909,-7.48143,Casablanca_Hotel_156,hotel,4034,Casablanca
157,33.639387,-7.419293,Casablanca_Trash_Bin_157,trash_bin,368,Casablanca
158,33.543929,-7.435528,Casablanca_Trash_Bin_158,trash_bin,443,Casablanca
159,33.482747,-7.65804,Casablanca_Restaurant_159,restaurant,759,Casablanca
160,33.451094,-7.617568,Casablanca_Trash_Bin_160,trash_bin,611,Casablanca
161,33.501914,-7.660153,Casablanca_Trash_Bin_161,trash_bin,460,Casablanca
162,33.64079,-7.480111,Casablanca_Restaurant_162,restaurant,934,Casablanca
163,33.489294,-7.426308,Casablanca_Pharmacy_163,pharmacy,917,Casablanca
164,33.485625,-7.630102,Casablanca_Trash_Bin_164,trash_bin,378,Casablanca
165,33.515335,-7.45408,Casablanca_Trash_Bin_165,trash_bin,725,Casablanca
166,33.481523,-7.65155,Casablanca_Trash_Bin_166,trash_bin,357,Casablanca
167,33.528096,-7.407023,Casablanca_Trash_Bin_167,trash_bin,875,Casablanca
168,33.55529,-7.43333,Casablanca_Residential_168,residential,621,Casablanca
169,33.48899,-7.454014,Casablanca_Hotel_169,hotel,2365,Casablanca
170,33.586348,-7.556978,Casablanca_Restaurant_170,restaurant,941,Casablanca
171,33.498482,-7.569582,Casablanca_Restaurant_171,restaurant,392,Casablanca
172,33.55179,-7.519049,Casablanca_Trash_Bin_172,trash_bin,541,Casablanca
173,33.55141,-7.404495,Casablanca_Restaurant_173,restaurant,656,Casablanca
174,33.486275,-7.548949,Casablanca_Trash_Bin_174,trash_bin,792,Casablanca
175,33.585749,-7.521068,Casablanca_Trash_Bin_175,trash_bin,551,Casablanca
176,33.558721,-7.569188,Casablanca_Trash_Bin_176,trash_bin,562,Casablanca
177,33.532927,-7.603454,Casablanca_Trash_Bin_177,trash_bin,995,Casablanca
178,33.466686,-7.483728,Casablanca_Hotel_178,hotel,2608,Casablanca
179,33.595498,-7.420722,Casablanca_Trash_Bin_179,trash_bin,623,Casablanca
180,33.620014,-7.520899,Casablanca_Hospital_180,hospital,3220,Casablanca
181,33.528334,-7.575806,Casablanca_Restaurant_181,restaurant,907,Casablanca
182,33.543233,-7.482279,Casablanca_Hotel_182,hotel,1787,Casablanca
183,33.609869,-7.423929,Casablanca_Trash_Bin_183,trash_bin,628,Casablanca
184,33.616775,-7.404974,Casablanca_Residential_184,residential,885,Casablanca
185,33.500813,-7.599988,Casablanca_Trash_Bin_185,trash_bin,345,Casablanca
186,33.523765,-7.577018,Casablanca_Trash_Bin_186,trash_bin,504,Casablanca
187,33.528492,-7.590071,Casablanca_Hotel_187,hotel,4087,Casablanca
188,33.516679,-7.608291,Casablanca_Trash_Bin_188,trash_bin,823,Casablanca
189,33.539345,-7.422167,Casablanca_Hotel_189,hotel,2407,Casablanca
190,33.595016,-7.486715,Casablanca_Trash_Bin_190,trash_bin,334,Casablanca
191,33.550302,-7.597544,Casablanca_Trash_Bin_191,trash_bin,903,Casablanca
192,33.436866,-7.610193,Casablanca_Trash_Bin_192,trash_bin,501,Casablanca
193,33.430602,-7.543896,Casablanca_Restaurant_193,restaurant,322,Casablanca
194,33.469161,-7.589607,Casablanca_Trash_Bin_194,trash_bin,909,Casablanca
195,33.495513,-7.523067,Casablanca_Restaurant_195,restaurant,494,Casablanca
196,33.540622,-7.57698,Casablanca_Trash_Bin_196,trash_bin,646,Casablanca
197,33.648127,-7.487324,Casablanca_Trash_Bin_197,trash_bin,956,Casablanca
198,33.466964,-7.60561,Casablanca_Restaurant_198,restaurant,457,Casablanca
199,33.49333,-7.569216,Casablanca_Trash_Bin_199,trash_bin,377,Casablanca
200,33.549104,-7.404564,Casablanca_Trash_Bin_200,trash_bin,821,Casablanca
201,33.464214,-7.478268,Casablanca_Trash_Bin_201,trash_bin,372,Casablanca
202,33.491374,-7.501875,Casablanca_Trash_Bin_202,trash_bin,467,Casablanca
203,33.553711,-7.553802,Casablanca_Restaurant_203,restaurant,368,Casablanca
204,33.454217,-7.644909,Casablanca_Hotel_204,hotel,3521,Casablanca
205,33.480223,-7.572122,Casablanca_Restaurant_205,restaurant,502,Casablanca
206,33.525277,-7.557931,Casablanca_Hotel_206,hotel,2591,Casablanca
207,33.598418,-7.483843,Casablanca_Trash_Bin_207,trash_bin,337,Casablanca
208,33.44826,-7.476297,Casablanca_Trash_Bin_208,trash_bin,423,Casablanca
209,33.41233,-7.606581,Casablanca_Hotel_209,hotel,4393,Casablanca
210,33.460024,-7.674788,Casablanca_Hospital_210,hospital,2073,Casablanca
211,33.492949,-7.464436,Casablanca_Trash_Bin_211,trash_bin,588,Casablanca
212,33.526069,-7.613138,Casablanca_Residential_212,residential,278,Casablanca
213,33.661398,-7.447479,Casablanca_Trash_Bin_213,trash_bin,448,Casablanca
214,33.549735,-7.527271,Casablanca_Trash_Bin_214,trash_bin,473,Casablanca
215,33.453956,-7.685069,Casablanca_Trash_Bin_215,trash_bin,372,Casablanca
216,33.556104,-7.493454,Casablanca_Trash_Bin_216,trash_bin,425,Casablanca
217,33.45826,-7.533751,Casablanca_Trash_Bin_217,trash_bin,623,Casablanca
218,33.614341,-7.454671,Casablanca_Residential_218,residential,885,Casablanca
219,33.582074,-7.524815,Casablanca_Residential_219,residential,929,Casablanca
220,33.630581,-7.519816,Casablanca_Trash_Bin_220,trash_bin,955,Casablanca
221,33.502514,-7.552304,Casablanca_Hotel_221,hotel,4656,Casablanca
222,33.590352,-7.476291,Casablanca_Hotel_222,hotel,1597,Casablanca
223,33.430364,-7.571116,Casablanca_Trash_Bin_223,trash_bin,804,Casablanca
224,33.49237,-7.598549,Casablanca_Trash_Bin_224,trash_bin,673,Casablanca
225,33.59743,-7.521619,Casablanca_Restaurant_225,restaurant,532,Casablanca
226,33.514148,-7.432711,Casablanca_Trash_Bin_226,trash_bin,311,Casablanca
227,33.501002,-7.58599,Casablanca_Restaurant_227,restaurant,244,Casablanca
228,33.565225,-7.58476,Casablanca_Hotel_228,hotel,4972,Casablanca
229,33.587445,-7.545261,Casablanca_Trash_Bin_229,trash_bin,992,Casablanca
230,33.53534,-7.60792,Casablanca_Trash_Bin_230,trash_bin,488,Casablanca
231,33.444117,-7.591823,Casablanca_Residential_231,residential,669,Casablanca
232,33.550584,-7.587506,Casablanca_Hotel_232,hotel,2982,Casablanca
233,33.573821,-7.475403,Casablanca_Trash_Bin_233,trash_bin,931,Casablanca
234,33.413778,-7.576147,Casablanca_Trash_Bin_234,trash_bin,869,Casablanca
235,33.623598,-7.428883,Casablanca_Trash_Bin_235,trash_bin,421,Casablanca
236,33.420151,-7.531934,Casablanca_Trash_Bin_236,trash_bin,206,Casablanca
237,33.592493,-7.564362,Casablanca_Trash_Bin_237,trash_bin,432,Casablanca
238,33.54026,-7.416514,Casablanca_Trash_Bin_238,trash_bin,516,Casablanca
239,33.423784,-7.535123,Casablanca_Trash_Bin_239,trash_bin,386,Casablanca
240,33.480327,-7.575122,Casablanca_Restaurant_240,restaurant,750,Casablanca
241,33.648827,-7.435056,Casablanca_Restaurant_241,restaurant,320,Casablanca
242,33.552231,-7.448143,Casablanca_Trash_Bin_242,trash_bin,701,Casablanca
243,33.570964,-7.478751,Casablanca_Trash_Bin_243,trash_bin,540,Casablanca
244,33.629137,-7.417089,Casablanca_Trash_Bin_244,trash_bin,794,Casablanca
245,33.443472,-7.590074,Casablanca_Trash_Bin_245,trash_bin,597,Casablanca
246,33.58115,-7.515859,Casablanca_Trash_Bin_246,trash_bin,809,Casablanca
247,33.426059,-7.534243,Casablanca_Hospital_247,hospital,4769,Casablanca
248,33.549128,-7.561523,Casablanca_Trash_Bin_248,trash_bin,321,Casablanca
249,33.660053,-7.483601,Casablanca_Pharmacy_249,pharmacy,557,Casablanca
250,33.480407,-7.622006,Casablanca_Trash_Bin_250,trash_bin,292,Casablanca
251,33.501941,-7.555273,Casablanca_Trash_Bin_251,trash_bin,575,Casablanca
252,33.437263,-7.606649,Casablanca_Restaurant_252,restaurant,365,Casablanca
253,33.577712,-7.458351,Casablanca_Restaurant_253,restaurant,549,Casablanca
254,33.412854,-7.598475,Casablanca_Trash_Bin_254,trash_bin,390,Casablanca
255,33.431091,-7.631807,Casablanca_Trash_Bin_255,trash_bin,365,Casablanca
256,33.669196,-7.44699,Casablanca_Trash_Bin_256,trash_bin,379,Casablanca
257,33.548303,-7.608117,Casablanca_Trash_Bin_257,trash_bin,782,Casablanca
258,33.483349,-7.47994,Casablanca_Trash_Bin_258,trash_bin,832,Casablanca
259,33.465865,-7.619611,Casablanca_Trash_Bin_259,trash_bin,844,Casablanca
260,33.574016,-7.578612,Casablanca_Trash_Bin_260,trash_bin,473,Casablanca
261,33.530267,-7.583523,Casablanca_Trash_Bin_261,trash_bin,900,Casablanca
262,33.423791,-7.582553,Casablanca_Hotel_262,hotel,4151,Casablanca
263,33.657935,-7.45117,Casablanca_Trash_Bin_263,trash_bin,944,Casablanca
264,33.617225,-7.507173,Casablanca_Restaurant_264,restaurant,769,Casablanca
265,33.434132,-7.546759,Casablanca_Trash_Bin_265,trash_bin,422,Casablanca
266,33.649672,-7.4608,Casablanca_Restaurant_266,restaurant,327,Casablanca
267,33.449324,-7.612814,Casablanca_Trash_Bin_267,trash_bin,797,Casablanca
268,33.561393,-7.569854,Casablanca_Restaurant_268,restaurant,322,Casablanca
269,33.530317,-7.618077,Casablanca_Restaurant_269,restaurant,690,Casablanca
270,33.561651,-7.524433,Casablanca_Pharmacy_270,pharmacy,318,Casablanca
271,33.476282,-7.508689,Casablanca_Restaurant_271,restaurant,925,Casablanca
272,33.481923,-7.42969,Casablanca_Hospital_272,hospital,1982,Casablanca
273,33.468737,-7.450209,Casablanca_Restaurant_273,restaurant,353,Casablanca
274,33.455708,-7.542395,Casablanca_Trash_Bin_274,trash_bin,751,Casablanca
275,33.462727,-7.656533,Casablanca_Trash_Bin_275,trash_bin,731,Casablanca
276,33.490751,-7.522273,Casablanca_Trash_Bin_276,trash_bin,349,Casablanca
277,33.446294,-7.48984,Casablanca_Residential_277,residential,471,Casablanca
278,33.525812,-7.441414,Casablanca_Trash_Bin_278,trash_bin,325,Casablanca
279,33.481319,-7.67654,Casablanca_Hotel_279,hotel,2591,Casablanca
280,33.515474,-7.601528,Casablanca_Hotel_280,hotel,4031,Casablanca
281,33.513396,-7.430995,Casablanca_Trash_Bin_281,trash_bin,848,Casablanca
282,33.514148,-7.451121,Casablanca_Trash_Bin_282,trash_bin,972,Casablanca
283,33.645573,-7.426946,Casablanca_Restaurant_283,restaurant,616,Casablanca
284,33.567796,-7.494019,Casablanca_Hotel_284,hotel,3424,Casablanca
285,33.530076,-7.522771,Casablanca_Restaurant_285,restaurant,724,Casablanca
286,33.54584,-7.54227,Casablanca_Trash_Bin_286,trash_bin,297,Casablanca
287,33.528712,-7.484315,Casablanca_Trash_Bin_287,trash_bin,550,Casablanca
288,33.652908,-7.471817,Casablanca_Trash_Bin_288,trash_bin,929,Casablanca
289,33.469627,-7.51824,Casablanca_Trash_Bin_289,trash_bin,693,Casablanca
290,33.482929,-7.597903,Casablanca_Pharmacy_290,pharmacy,597,Casablanca
291,33.490499,-7.461259,Casablanca_Restaurant_291,restaurant,750,Casablanca
292,33.635982,-7.504309,Casablanca_Restaurant_292,restaurant,822,Casablanca
293,33.44999,-7.691642,Casablanca_Trash_Bin_293,trash_bin,490,Casablanca
294,33.522244,-7.491015,Casablanca_Residential_294,residential,923,Casablanca
295,33.537456,-7.483919,Casablanca_Trash_Bin_295,trash_bin,760,Casablanca
296,33.588877,-7.515401,Casablanca_Trash_Bin_296,trash_bin,344,Casablanca
297,33.527673,-7.61664,Casablanca_Hotel_297,hotel,2040,Casablanca
298,33.517327,-7.620515,Casablanca_Trash_Bin_298,trash_bin,471,Casablanca
299,33.45083,-7.634378,Casablanca_Hotel_299,hotel,3255,Casablanca
300,33.649363,-7.462229,Casablanca_Trash_Bin_300,trash_bin,212,Casablanca
301,33.472479,-7.45156,Casablanca_Hotel_301,hotel,2228,Casablanca
302,33.521985,-7.499781,Casablanca_Trash_Bin_302,trash_bin,604,Casablanca
303,33.476355,-7.493101,Casablanca_Hospital_303,hospital,2645,Casablanca
304,33.467083,-7.631051,Casablanca_Trash_Bin_304,trash_bin,749,Casablanca
305,33.435063,-7.589223,Casablanca_Residential_305,residential,408,Casablanca
306,33.565607,-7.580475,Casablanca_Hospital_306,hospital,4569,Casablanca
307,33.575343,-7.489971,Casablanca_Trash_Bin_307,trash_bin,294,Casablanca
308,33.450361,-7.58826,Casablanca_Trash_Bin_308,trash_bin,742,Casablanca
309,33.55649,-7.495021,Casablanca_Trash_Bin_309,trash_bin,351,Casablanca
310,33.452309,-7.649367,Casablanca_Trash_Bin_310,trash_bin,844,Casablanca
311,33.631209,-7.478105,Casablanca_Hospital_311,hospital,2777,Casablanca
312,33.560491,-7.462379,Casablanca_Trash_Bin_312,trash_bin,876,Casablanca
313,33.670192,-7.443884,Casablanca_Trash_Bin_313,trash_bin,565,Casablanca
314,33.505201,-7.626805,Casablanca_Trash_Bin_314,trash_bin,312,Casablanca
315,33.462681,-7.638836,Casablanca_Hotel_315,hotel,2784,Casablanca
316,33.475041,-7.467827,Casablanca_Trash_Bin_316,trash_bin,262,Casablanca
317,33.656526,-7.457639,Casablanca_Restaurant_317,restaurant,462,Casablanca
318,33.424588,-7.652388,Casablanca_Restaurant_318,restaurant,445,Casablanca
319,33.545409,-7.437089,Casablanca_Trash_Bin_319,trash_bin,838,Casablanca
320,33.548731,-7.454499,Casablanca_Restaurant_320,restaurant,954,Casablanca
321,33.558397,-7.410998,Casablanca_Trash_Bin_321,trash_bin,810,Casablanca
322,33.472548,-7.505836,Casablanca_Trash_Bin_322,trash_bin,240,Casablanca
323,33.542287,-7.492142,Casablanca_Trash_Bin_323,trash_bin,905,Casablanca
324,33.538293,-7.514338,Casablanca_Trash_Bin_324,trash_bin,844,Casablanca
325,33.477169,-7.476177,Casablanca_Trash_Bin_325,trash_bin,271,Casablanca
326,33.521981,-7.552863,Casablanca_Hotel_326,hotel,1741,Casablanca
327,33.601864,-7.532782,Casablanca_Trash_Bin_327,trash_bin,760,Casablanca
328,33.476177,-7.684837,Casablanca_Trash_Bin_328,trash_bin,430,Casablanca
329,33.514804,-7.503176,Casablanca_Restaurant_329,restaurant,896,Casablanca
330,33.530303,-7.626571,Casablanca_Trash_Bin_330,trash_bin,444,Casablanca
331,33.56648,-7.473756,Casablanca_Trash_Bin_331,trash_bin,390,Casablanca
332,33.476857,-7.519298,Casablanca_Hospital_332,hospital,3479,Casablanca
333,33.475958,-7.526401,Casablanca_Trash_Bin_333,trash_bin,984,Casablanca
334,33.440569,-7.530755,Casablanca_Hospital_334,hospital,2225,Casablanca
335,33.42981,-7.505482,Casablanca_Restaurant_335,restaurant,227,Casablanca
336,33.522798,-7.629508,Casablanca_Trash_Bin_336,trash_bin,256,Casablanca
